Year,Country of origin,Country of origin (ISO),Continent of Origin,Least Developed Countries (LDC),Land Locked Developing Countries (LLDC),Small Island Developing States (SIDS),Economic Growth (from prior year),Population,% <$1.90 a day,% of Famine,Maternal Mortality (Deaths),Maternal Mortality per 100k,Suicide Mortality per 100k,Life Expectancy (Year),% Male (Pop),% Rural Population,Death Rate (Crude) per 1k,Birth Rate (Crude) Per 1k,Natural Increase (Crude) per 1k,% Crop Production to '14-16 ,Gov Education Budget (% of),Country of asylum,Country of asylum (ISO),Authority,Stage of procedure,Cases / Persons,Recognized decisions,Complementary protection,Rejected decisions,Otherwise closed,Total decisions
2006,Ukraine,UKR,Europe,0,0,0,7.6%," 47,451,626 ",0.5%,2.5%,140 ,31 ,31 ,68 ,46%,32%,16.20,9.80,-6.40,63%,14%,Lithuania,LTU,G,FI,P,0,0,5,0,5
2006,Ukraine,UKR,Europe,0,0,0,7.6%," 47,451,626 ",0.5%,2.5%,140 ,31 ,31 ,68 ,46%,32%,16.20,9.80,-6.40,63%,14%,Netherlands,NLD,G,FI,P,0,5,39,5,49
2006,Ukraine,UKR,Europe,0,0,0,7.6%," 47,451,626 ",0.5%,2.5%,140 ,31 ,31 ,68 ,46%,32%,16.20,9.80,-6.40,63%,14%,Norway,NOR,G,FI,P,0,0,5,19,24
2006,Ukraine,UKR,Europe,0,0,0,7.6%," 47,451,626 ",0.5%,2.5%,140 ,31 ,31 ,68 ,46%,32%,16.20,9.80,-6.40,63%,14%,Poland,POL,G,FI,P,0,0,39,19,58
2006,Ukraine,UKR,Europe,0,0,0,7.6%," 47,451,626 ",0.5%,2.5%,140 ,31 ,31 ,68 ,46%,32%,16.20,9.80,-6.40,63%,14%,Russian Federation,RUS,G,FI,P,0,0,5,0,5
2006,Ukraine,UKR,Europe,0,0,0,7.6%," 47,451,626 ",0.5%,2.5%,140 ,31 ,31 ,68 ,46%,32%,16.20,9.80,-6.40,63%,14%,Spain,ESP,G,FI,P,0,0,17,0,17
2006,Ukraine,UKR,Europe,0,0,0,7.6%," 47,451,626 ",0.5%,2.5%,140 ,31 ,31 ,68 ,46%,32%,16.20,9.80,-6.40,63%,14%,Slovakia,SVK,G,FI,P,0,0,15,14,29
2006,Ukraine,UKR,Europe,0,0,0,7.6%," 47,451,626 ",0.5%,2.5%,140 ,31 ,31 ,68 ,46%,32%,16.20,9.80,-6.40,63%,14%,Sweden,SWE,G,FI,P,0,15,48,35,98
2006,Ukraine,UKR,Europe,0,0,0,7.6%," 47,451,626 ",0.5%,2.5%,140 ,31 ,31 ,68 ,46%,32%,16.20,9.80,-6.40,63%,14%,Switzerland,CHE,G,FI,P,0,10,5,25,40
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,451,626 ",0.5%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,Australia,AUS,G,FI,P,0,0,10,0,10
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,451,626 ",0.5%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,Belgium,BEL,G,FI,P,5,0,25,10,40
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,451,626 ",0.5%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,Cyprus,CYP,G,FI,P,0,0,44,398,442
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,451,626 ",0.5%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,Czechia,CZE,G,FI,P,19,0,281,10,309
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,451,626 ",0.5%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,Finland,FIN,G,FI,P,0,0,5,5,10
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,451,626 ",0.5%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,France,FRA,G,FI,P,5,0,93,0,98
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,105,171 ",0.2%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,United Kingdom of Great Britain and Northern Ireland,GBR,G,FI,P,0,0,47,18,65
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,105,171 ",0.2%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,Greece,GRC,G,FI,P,0,0,25,0,25
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,105,171 ",0.2%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,Hungary,HUN,G,FI,P,0,0,13,13,26
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,105,171 ",0.2%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,Iceland,ISL,G,FI,P,0,0,0,5,5
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,105,171 ",0.2%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,Ireland,IRL,G,FI,P,0,0,21,5,26
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,105,171 ",0.2%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,Italy,ITA,G,FI,P,0,5,21,0,26
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,105,171 ",0.2%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,Netherlands,NLD,G,FI,P,0,0,18,22,40
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,105,171 ",0.2%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,Norway,NOR,G,FI,P,0,0,5,5,10
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,105,171 ",0.2%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,Poland,POL,G,FI,P,0,0,45,5,50
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,105,171 ",0.2%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,Slovakia,SVK,G,FI,P,0,0,20,21,41
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,105,171 ",0.2%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,Slovenia,SVN,G,FI,P,0,0,0,5,5
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,105,171 ",0.2%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,Sweden,SWE,G,FI,P,0,18,73,30,121
2007,Ukraine,UKR,Europe,0,0,0,8.2%," 47,105,171 ",0.2%,2.5%,150 ,33 ,32 ,68 ,46%,32%,16.40,10.20,-6.20,57%,14%,Switzerland,CHE,G,FI,P,0,0,5,21,26
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Belgium,BEL,G,FI,P,0,0,23,5,28
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Belarus,BLR,G,FI,P,0,0,0,5,5
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Brazil,BRA,G,FI,P,0,0,5,0,5
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Canada,CAN,G,FI,P,58,0,32,28,118
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Cyprus,CYP,G,FI,P,0,0,23,102,125
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Czechia,CZE,G,FI,P,17,5,189,153,364
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Finland,FIN,G,FI,P,0,0,5,5,10
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,France,FRA,G,FI,P,14,5,65,0,84
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,United Kingdom of Great Britain and Northern Ireland,GBR,G,FI,P,0,5,24,14,43
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Greece,GRC,G,FI,P,0,0,45,5,50
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Hungary,HUN,G,FI,P,0,0,5,0,5
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Ireland,IRL,G,FI,P,0,0,17,10,27
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Italy,ITA,G,FI,P,0,0,13,0,13
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Lithuania,LTU,G,FI,P,0,0,5,0,5
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Luxembourg,LUX,G,FI,P,0,0,0,5,5
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Netherlands,NLD,G,FI,P,0,0,5,0,5
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Norway,NOR,G,FI,P,0,0,10,5,15
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Poland,POL,G,FI,P,0,0,22,25,47
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Russian Federation,RUS,G,FI,P,5,0,31,0,36
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Spain,ESP,G,FI,P,0,0,11,0,11
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Slovakia,SVK,G,FI,P,0,5,20,11,36
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Sweden,SWE,G,FI,P,0,5,35,14,54
2008,Ukraine,UKR,Europe,0,0,0,2.2%," 47,105,171 ",0.2%,2.5%,160 ,33 ,31 ,68 ,46%,32%,16.30,11.00,-5.30,80%,14%,Switzerland,CHE,G,FI,P,0,5,18,14,37
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Australia,AUS,G,FI,P,0,0,0,5,5
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Belgium,BEL,G,FI,P,0,0,20,10,30
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Belarus,BLR,G,FI,P,0,0,5,5,10
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Canada,CAN,G,FI,P,70,0,65,50,185
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Cyprus,CYP,G,FI,P,0,5,65,211,281
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Czechia,CZE,G,FI,P,10,0,92,88,190
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Finland,FIN,G,FI,P,0,0,0,10,10
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,France,FRA,G,FI,P,5,0,54,0,59
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,United Kingdom of Great Britain and Northern Ireland,GBR,G,FI,P,0,0,31,27,58
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Greece,GRC,G,FI,P,0,0,50,0,50
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Croatia,HRV,G,FI,P,0,0,5,0,5
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Ireland,IRL,G,FI,P,0,0,20,5,25
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Italy,ITA,G,FI,P,0,14,5,0,19
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Liechtenstein,LIE,G,FI,P,0,0,0,5,5
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Netherlands,NLD,G,FI,P,0,0,18,0,18
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Norway,NOR,G,FI,P,0,0,5,21,26
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Poland,POL,G,FI,P,0,5,28,14,47
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Russian Federation,RUS,G,FI,P,0,0,13,0,13
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Spain,ESP,G,FI,P,0,0,13,0,13
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Slovakia,SVK,G,FI,P,0,0,13,0,13
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Sweden,SWE,G,FI,P,0,0,53,25,78
2009,Ukraine,UKR,Europe,0,0,0,-15.1%," 47,105,171 ",0.2%,2.5%,140 ,27 ,26 ,69 ,46%,31%,15.30,11.10,-4.20,74%,15%,Switzerland,CHE,G,FI,P,0,5,10,16,31
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Argentina,ARG,G,FI,P,0,0,5,0,5
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Australia,AUS,G,FI,P,0,0,5,0,5
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Belgium,BEL,G,FI,P,0,0,30,10,40
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Belarus,BLR,G,FI,P,0,0,5,5,10
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Canada,CAN,G,FI,P,66,0,55,38,159
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Cyprus,CYP,G,FI,P,0,0,16,0,16
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Czechia,CZE,G,FI,P,11,5,72,56,144
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Finland,FIN,G,FI,P,0,0,5,5,10
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,France,FRA,G,FI,P,10,0,73,0,83
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,United Kingdom of Great Britain and Northern Ireland,GBR,G,FI,P,0,5,44,15,64
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Greece,GRC,G,FI,P,0,0,13,19,32
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Croatia,HRV,G,FI,P,0,0,5,0,5
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Hungary,HUN,G,FI,P,0,0,5,5,10
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Ireland,IRL,G,FI,P,0,0,10,0,10
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Italy,ITA,G,FI,P,0,0,16,0,16
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Luxembourg,LUX,G,FI,P,0,0,0,5,5
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Netherlands,NLD,G,FI,P,0,5,27,0,32
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Norway,NOR,G,FI,P,0,0,0,14,14
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Poland,POL,G,FI,P,0,5,11,13,29
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Russian Federation,RUS,G,FI,P,0,0,14,0,14
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Spain,ESP,G,FI,P,0,0,0,5,5
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Slovakia,SVK,G,FI,P,0,0,0,20,20
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Sweden,SWE,G,FI,P,0,0,95,21,116
2010,Ukraine,UKR,Europe,0,0,0,4.1%," 47,105,171 ",0.2%,2.5%,120 ,25 ,25 ,70 ,46%,31%,15.20,10.80,-4.40,70%,0%,Switzerland,CHE,G,FI,P,0,0,10,24,34
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Australia,AUS,G,FI,P,0,0,13,0,13
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Belgium,BEL,G,FI,P,0,0,33,0,33
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Belarus,BLR,G,FI,P,0,0,5,0,5
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Canada,CAN,G,FI,P,97,0,58,32,187
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Cyprus,CYP,G,FI,P,0,0,5,0,5
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Czechia,CZE,G,FI,P,12,0,0,0,12
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Denmark,DNK,G,FI,P,0,0,5,0,5
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Finland,FIN,G,FI,P,0,0,0,12,12
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,France,FRA,G,FI,P,0,0,74,0,74
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,United Kingdom of Great Britain and Northern Ireland,GBR,G,FI,P,0,0,30,10,40
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Greece,GRC,G,FI,P,0,0,41,14,55
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Hungary,HUN,G,FI,P,0,0,0,5,5
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Ireland,IRL,G,FI,P,0,0,5,0,5
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Italy,ITA,G,FI,P,0,0,19,0,19
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Netherlands,NLD,G,FI,P,0,0,35,0,35
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Norway,NOR,G,FI,P,0,0,5,11,16
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Poland,POL,G,FI,P,0,5,39,31,75
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Russian Federation,RUS,G,FI,P,0,0,0,10,10
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Spain,ESP,G,FI,P,0,0,10,0,10
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Slovenia,SVN,G,FI,P,0,0,0,5,5
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Sweden,SWE,G,FI,P,0,5,127,17,149
2011,Ukraine,UKR,Europe,0,0,0,5.4%," 47,105,171 ",0.2%,2.5%,120 ,23 ,23 ,71 ,46%,31%,14.50,11.00,-3.50,92%,13%,Switzerland,CHE,G,FI,P,0,0,5,23,28
